tag2,count,percentage
th:ธัญพืชอบกรอบ,1,0.0
pt:petiscos,1,0.0
es:bueno,1,0.0
ru:фруктовый-батончик-без-сахара,1,0.0
en:cow,1,0.0
it:straccetti-di-soia,1,0.0
uk:bean-waffles,1,0.0
en:productos-del-mar-pescados-preparaciones-de-pescado-empanados-pescado-empanado,1,0.0
de:utz,1,0.0
ru:сладкое,1,0.0
el:ju,1,0.0
de:stachelbeerkompotte,1,0.0
nl:broodsalades,1,0.0
en:salad-pot,1,0.0
fr:lasagne-frais-aux-epinards,1,0.0
fr:riz-basmati-demicomplet,1,0.0
en:gingerbread-spice-mix,1,0.0
fr:souffle-aux-cacahouetes,1,0.0
en:dehydrated-fruit-strip,1,0.0
en:feta-olive-salad,1,0.0
uk:протеїновий-напій,1,0.0
en:onion-marmalade,1,0.0
fr:assortiments-de-sorbets,1,0.0
de:mehrfruchtmus,1,0.0
fr:cake-au-citron,1,0.0
nl:smeerpasta,1,0.0
fr:mokka-ferme,1,0.0
en:meat-rub,1,0.0
en:carne-salada,1,0.0
en:sausage-in-a-brioche-crust-cooked,1,0.0
en:plant-based-creamer,1,0.0
fr:plant-protein,1,0.0
fr:munsters-au-cumin,1,0.0
et:piparkoogid,1,0.0
en:vegan-gummibears,1,0.0
en:epicerie-sauces-sauces-tomate-sauces-napolitaines,1,0.0
en:olive-oil-based-oil-mixes,1,0.0
fr:gateaux-sables,1,0.0
fi:kurkkupastillit,1,0.0
pt:cereal-matinal-de-aveia,1,0.0
en:plant-based-foods-and-beverages-plant-based-foods-fruits-and-vegetables-based-foods-meals-vegetables-based-foods-tomatoes-and-their-products-soups-cream-soups-vegetable-soups-cream-of-vegetable-soups-cream-of-tomato-soups,1,0.0
nl:zoet-beleg,1,0.0
en:malted-flour,1,0.0
en:dairy-smoothie,1,0.0
el:καλαμπόκι-κονσέρβα,1,0.0
fr:boisson-carbonatee-sucree,1,0.0
de:saure-nieren-fertiggericht-in-dose,1,0.0
de:zuckerwaren,1,0.0
de:osterhasen,1,0.0
fr:yaourt-ananas-passion,1,0.0
en:ketjap-manis,1,0.0
fr:pizzas-aux-legumes-grilles,1,0.0
cs:pšeničné-nudle,1,0.0
en:cooked-chicken-in-puff-pastry,1,0.0
de:müsli-mit-nuss,1,0.0
en:sesame-seed-paste,1,0.0
pt:breakfast-foods,1,0.0
de:müritzer,1,0.0
en:salpicao,1,0.0
en:słone-smarowidła,1,0.0
en:barres-chocolatees-au-lait-et-aux-cereales,1,0.0
en:mayonnaises-with-paprika,1,0.0
el:κουλούρια,1,0.0
en:hauptgerichte-fur-babies,1,0.0
ru:горький-шоколад-с-добавлениями,1,0.0
de:putenkeule,1,0.0
hr:juice,1,0.0
fr:lait-sec,1,0.0
fr:feijao-frade-cozido,1,0.0
en:branză-burduf-raraul,1,0.0
sv:baljväxt,1,0.0
fr:granola-avoine,1,0.0
fr:fromagebzra-rape,1,0.0
fr:gefermenteerde-melkdesserts,1,0.0
hu:vegan,1,0.0
de:pizzabrote,1,0.0
es:queso-mantecoso,1,0.0
en:pork-scratching,1,0.0
fr:viande-de-porc-hachee,1,0.0
fr:pate-fine,1,0.0
fr:myrtilles-sauvages,1,0.0
en:condiments-sauces-groceries,1,0.0
en:yogurt-bar,1,0.0
fr:pain-tacod-100-fibre,1,0.0
en:dehydrated-broth-with-meat-and-vegetables,1,0.0
en:potatoes-from-alto-viterbese,1,0.0
fr:pain-a-base-de-farine-label-rouge,1,0.0
fr:ortie,1,0.0
en:organic-free-range-chicken-eggs,1,0.0
fr:viandes-d-autruche-surgelee,1,0.0
fi:maissivehnätortillat,1,0.0
fr:paella-valencianna,1,0.0
es:snack-vegano,1,0.0
fr:margarine-doux-tartine-et-cuisson,1,0.0
en:whole-grain-oat-flapjack,1,0.0
de:vanille-kipferl,1,0.0
de:haltungsform-4,1,0.0
fr:gaufres-artisanales-pur-beurre,1,0.0
en:veggies-simple,1,0.0
en:roast-topside-of-beef,1,0.0
fr:flan-au-chocolat,1,0.0
en:white-fish-with-parisian-style-sauce,1,0.0
en:ravioli-a-la-viande,1,0.0
it:generi-alimentari,1,0.0
th:กล้วยตาก,1,0.0
en:bake-stable,1,0.0
en:organic-porridge-oats,1,0.0
en:malted-sourdough-bread,1,0.0
de:knabbergebäck-mit-paprika,1,0.0
it:snack-al-latte,1,0.0
en:cooking-ingredient,1,0.0
fr:filet-de-poulet-a-la-nicoise,1,0.0
fr:cookies-sales,1,0.0
en:whole-nut-milk-chocolate,1,0.0
en:canneloni-with-beef,1,0.0
en:dried-marjoram,1,0.0
en:pan-tostado-inegral-de-trigo-destrinado,1,0.0
pt:meal-alternatives,1,0.0
en:original-muesli,1,0.0
fr:plein-fruit,1,0.0
de:saure-gurken-im-glas,1,0.0
en:meat-analaogues,1,0.0
de:fruchjoghurt,1,0.0
de:pizza-tex-mex,1,0.0
en:botanas-snacks-dulces-galletas-y-pasteles-pasteles-magdalenas,1,0.0
en:comida-no-lactea-fermentada,1,0.0
fr:biscuits-fondants-saveur-peche-abricot,1,0.0
hr:paški-sir,1,0.0
nl:boerenyoghurts,1,0.0
it:nutrizione-e-fibre,1,0.0
en:quinoa-prepares,1,0.0
fr:flocons-de-cereales-lactes,1,0.0
de:kartoffelklößchen-nach-italienischer-art,1,0.0
en:dark-cooking-chocolate,1,0.0
fr:poudres-pour-pates-a-tartiner,1,0.0
it:pasto-sostitutivo-barretta,1,0.0
de:kartoffelterrine,1,0.0
en:mccoys-crisps,1,0.0
pt:batata,1,0.0
fr:273-kcal,1,0.0
en:rakusen-matzos,1,0.0
es:preparado-vegetal-con-seitan,1,0.0
en:sticky-pickle,1,0.0
en:broccoli-and-mozzarella-stars,1,0.0
nl:varkenshaas,1,0.0
es:helices-de-trigo-duro-integrales-o-semi-integrales,1,0.0
en:pucks-of-milk-chocolate,1,0.0
en:lokoums,1,0.0
fr:vinaigre-de-vin-blanc-aromatise,1,0.0
en:meat-soup,1,0.0
en:cooked-sliced-meats,1,0.0
en:weisse-riesenbohnen,1,0.0
fr:des-4-ans,1,0.0
fr:mini-biscuits,1,0.0
fr:pure-pate-de-cacao,1,0.0
en:creme-cuisson,1,0.0
fr:colin-sauce-bio-basquaise,1,0.0
de:marzipan-in-zartbitterschokolade,1,0.0
fr:blanc-de-poulet-cuit-en-tranches,1,0.0
pl:przekąski-dla-dzieci,1,0.0
es:jamon-reserva,1,0.0
it:acciughe-sott-olio,1,0.0
en:plisňovy-syr,1,0.0
sk:syr,1,0.0
fr:comidas-preparadas,1,0.0
en:well-done,1,0.0
fr:melange-canadien,1,0.0
en:napolina-pecorino-romano-pdo-and-tomato-sauce,1,0.0
fr:mirabelles-sechees,1,0.0
sv:näringsjäst,1,0.0
fr:graines-de-tournesol-decortiquees-bio,1,0.0
zh:coke,1,0.0
en:vollkornbrote,1,0.0
de:getreideringe,1,0.0
en:chocolate-bar-with-wholenuts,1,0.0
en:matcha-tea,1,0.0
en:stuffing-mix,1,0.0
fr:jambons-dd,1,0.0
en:paine-cu-făină-de-grau,1,0.0
tr:food,1,0.0
fr:bubble-tea,1,0.0
en:sirops-simples,1,0.0
fr:amande-puree,1,0.0
fr:saucisson-sec-a-la-truffe-d-ete,1,0.0
en:organic-creme-fraiche,1,0.0
it:biscotti-con-farine-di-legumi,1,0.0
fr:yaourt-nature-au-lait-entier-etuve,1,0.0
fr:mayonnaise-light,1,0.0
de:pufuleti,1,0.0
ro:semințe-floarea-soarelui,1,0.0
fr:jus-d-hibiscus,1,0.0
fr:pain-a-la-farine-complete,1,0.0
en:comidas-preparadas-productos-a-base-de-carne-comidas-con-carne,1,0.0
de:noten-en-producten,1,0.0
en:plant-based-foods-and-beverages-plant-based-foods-cereals-and-potatoes-cereals-and-their-products-pastas-pates-en-sac,1,0.0
en:1150-кдж,1,0.0
de:silberzwiebel,1,0.0
en:lyle-s-golden-syrup-maple-flavour,1,0.0
nb:protein,1,0.0
de:geliermittel,1,0.0
en:harissa-hummus,1,0.0
fr:super-aliments-crus,1,0.0
en:tri-color-quinoa,1,0.0
sr:дезерт,1,0.0
fr:korma,1,0.0
nl:gerookte-biologische-spekblokjes,1,0.0
de:hirse-kokos-zungen,1,0.0
fr:vinaigre-de-raisin,1,0.0
fr:pois-au-wasabi,1,0.0
en:pflanzliche-lebensmittel-und-getranke-pflanzliche-lebensmittel-getreide-und-kartoffeln-getreideprodukte-griesse-weizengriesse-hartweizengriesse,1,0.0
fr:ptit-souper-bebe,1,0.0
en:fermenterede-maelkeprodukter,1,0.0
en:take-home-meal,1,0.0
cs:lízátko,1,0.0
it:yogurt-intero-alla-fragola,1,0.0
fr:zestes-d-oranges,1,0.0
de:frühstücksce,1,0.0
en:nut-bar-with-honey,1,0.0
fr:poelees-surgelees-a-la-sarladaise,1,0.0
de:fondue,1,0.0
fr:dessert-lacte-aux-fruits,1,0.0
en:feta-and-caramelised-red-onion-pizza,1,0.0
nl:chocolade-desserts,1,0.0
de:klare-rinderbrühe,1,0.0
fr:sauce-pour-tortillas,1,0.0
en:breakfast-cereals-puffed-corn-with-honey-not-fortified-with-vitamins-and-chemical-elements,1,0.0
en:snacks-snacks-sucres-chocolats-chocolats-au-lait,1,0.0
fr:gateaux-bretons-a-la-myrtille,1,0.0
fr:multi-vitamines,1,0.0
uk:protein-cookie,1,0.0
en:sliced-meat-substitute,1,0.0
en:toasted-mueslis,1,0.0
fr:noix-enrobees-de-chocolat,1,0.0
es:biscuits-assortis,1,0.0
de:veganes-mett,1,0.0
de:kichererbsentofu,1,0.0
el:φασολάκια,1,0.0
en:pickled-fish,1,0.0
it:chinotto,1,0.0
en:tuna-chunks-in-sunflower-oil,1,0.0
en:cooked-curing-salted-roast-poultry,1,0.0
fr:desserts-lactes-menthe,1,0.0
de:senfpulver,1,0.0
fr:nouilles-de-ble,1,0.0
el:κριθαράκι,1,0.0
it:fiocchi-di-legumi,1,0.0
de:haferflocken-zart,1,0.0
en:dairy-milk-winter-orange-crisp,1,0.0
en:raw-spinach,1,0.0
de:vegetarische-carazza,1,0.0
fr:preparations-pour-tortillas,1,0.0
hr:sol-1-g,1,0.0
fr:biscuits-pavot,1,0.0
it:ravioli-al-tartufo,1,0.0
sk:džus,1,0.0
en:sugary,1,0.0
fr:manchonnade-de-cannard,1,0.0
en:firm-ripened-cheese,1,0.0
en:harinas-de-espelta,1,0.0
fr:maquee-de-brabant,1,0.0
tr:mcvities,1,0.0
tr:meyve,1,0.0
nl:bloem-voor-patisserie,1,0.0
en:sweet-bean-paste,1,0.0
hu:hummus-chips,1,0.0
fr:tartine-aperi,1,0.0
fr:atun-en-aceite-de-girasol,1,0.0
fr:compote-appertisee,1,0.0
de:fleischalternativen,1,0.0
fr:creme-dessert-au-madeleine,1,0.0
sv:vegansk,1,0.0
fr:plateau-de-fromages,1,0.0
en:cod-fishcakes,1,0.0
pl:wegański-deser,1,0.0
de:bab-menüs-glas-4-mo,1,0.0
en:soy-granules,1,0.0
da:drikkelse,1,0.0
en:feuillete-sale,1,0.0
fr:macarons-gourmands-framboise,1,0.0
en:organic-herbs,1,0.0
pl:plasterki-jabłkowe,1,0.0
it:spremuta-di-frutta,1,0.0
en:allumettes-de-lardons,1,0.0
fr:glace-vanille-noix-de-pecan,1,0.0
fr:huile-de-cacahuete-grillee,1,0.0
en:sweet-marshmelow-choclate,1,0.0
en:carnes-aves-pavo,1,0.0
en:whole-grain-cookies,1,0.0
fr:eisbecher-vanille,1,0.0
ro:șuncă-de-praga,1,0.0
en:chocolate-candy-kisses,1,0.0
fr:yaourts-brasses-abricot,1,0.0
de:gemüse-pilze,1,0.0
en:sweet-bun,1,0.0
bg:курабии,1,0.0
nl:plantaardige-salades,1,0.0
fr:melange-a-sauce,1,0.0
fr:cereales-petales,1,0.0
en:milk-chocolate-bar-with-hazelnuts,1,0.0
bg:сирене,1,0.0
it:formaggio-gruyere,1,0.0
de:chickennuggets,1,0.0
en:assortiments-de-bonbons-de-chocolat,1,0.0
pl:produkty-do-smarowania,1,0.0
en:duo,1,0.0
de:weißkraut,1,0.0
en:coconut-chips,1,0.0
fr:pudding-refrigere-enrichi-en-proteines,1,0.0
fr:nouilles-aux-dreches,1,0.0
ro:hemp,1,0.0
en:schokokusse,1,0.0
fr:melanges-fruits-seches-aperitif,1,0.0
en:fermentierter-rahm,1,0.0
fr:mousses-de-canard-au-sauternes,1,0.0
hr:bjelančevine-20-g,1,0.0
fr:saucisse-pur-boeuf,1,0.0
en:mukimame,1,0.0
da:mad,1,0.0
en:baguette-sandwiches-with-ham-emmental-cheese-and-butter,1,0.0
es:arroz-integ,1,0.0
en:muesli-sin-gluten,1,0.0
de:pizza-tomato-mozzarella,1,0.0
en:prepared-pasta-salads,1,0.0
en:pašteta,1,0.0
fr:sauce-au-pamesan,1,0.0
de:kokosprodukte,1,0.0
fr:panes-facon-bolognaise,1,0.0
fr:laits-concentres-sucres,1,0.0
pt:e,1,0.0
sk:popped-crisps,1,0.0
en:frozen-pizza-personal,1,0.0
es:proteina-de-chocolate,1,0.0
en:garden-salads,1,0.0
en:galletas-tostadas,1,0.0
ro:ierburi,1,0.0
de:maccaroni-auflauf,1,0.0
fr:plat-a-cuisiner,1,0.0
en:frozen-organic-sweet-pitted-cherries,1,0.0
de:sauerkäse,1,0.0
ru:сухарики-ржаные,1,0.0
uk:десерт,1,0.0
hu:sajtkrém,1,0.0
ro:procesat,1,0.0
en:pane-da-hamburger,1,0.0
en:breakfast-cereals-with-chocolate,1,0.0
fr:flocons-d-avoine-gros,1,0.0
pt:syrups-sweeteners,1,0.0
es:dulce-de-batata,1,0.0
nl:23-gram,1,0.0
en:yellow-split-peas,1,0.0
fr:patates-braves,1,0.0
fr:saucisson-porc,1,0.0
fr:dessert-lacte-saveur-vanille,1,0.0
es:pestinos-con-miel,1,0.0
es:isotonica,1,0.0
ru:сухие-завтраки,1,0.0
cs:chesde,1,0.0
cs:chlazený-hotový-pokrm,1,0.0
en:stemless-sweet-figs,1,0.0
en:erfrischungsstabchen,1,0.0
en:rolled-oats-small,1,0.0
en:szynka,1,0.0
fr:porc-en-salaisons,1,0.0
en:smoked-mackerel-fillets-with-piri-piri-seasoning,1,0.0
en:cornpuffs,1,0.0
bs:half-coated-biscuits-with-cocoa-coating,1,0.0
es:pasta-de-trigo,1,0.0
fr:feuillettes,1,0.0
fr:yaourt-fermier-au-lait-de-vache,1,0.0
en:pork-chorizo,1,0.0
pt:louro,1,0.0
fr:cremes-au-fromage,1,0.0
en:pork-chinese-leek-dumplings,1,0.0
fr:metka,1,0.0
nl:pindakazen-met-stukjes-pinda,1,0.0
en:aliments-d-origine-vegetale-aliments-et-boissons-a-base-de-vegetaux-fruits-a-coques-fruits-a-coques-decortiques-fruits-a-coques-et-derives,1,0.0
de:apfelringe-samtweich,1,0.0
et:supid,1,0.0
en:the-prince-s-charities,1,0.0
fr:tranches-de-saumon,1,0.0
fr:tortilla-chips-de-mais,1,0.0
en:dulcet-de-leche,1,0.0
en:bolognaise-pasta,1,0.0
fr:chocolat-en-poudre-sans-gluten,1,0.0
en:chicken-thighs-kebab,1,0.0
fr:manchons,1,0.0
gl:soja-verde,1,0.0
en:walkers-baked-cheese-and-onion-crisps,1,0.0
sv:fiskdressing,1,0.0
en:coconucoconut-cream-solid,1,0.0
en:cheese-wensleydale,1,0.0
el:βιταμ-με-ελληνικο-στραγγιστο-γιαουρτι,1,0.0
fr:cotes-de-porc-cru,1,0.0
de:schokokäsekuchen,1,0.0
hr:crema-alla-mandorla,1,0.0
en:meusli,1,0.0
fr:nutriscore-a,1,0.0
es:galletas-con-sabor-chocolate,1,0.0
de:kaffe-mit-popcorngeschmack,1,0.0
en:sushka-with-vanilla-flavour,1,0.0
fr:lait-caille-saveur-banane,1,0.0
fr:plat-aux-epices,1,0.0
fr:ravioli-frais-au-boeuf-ch-et-barolo,1,0.0
de:s,1,0.0
de:cremepulver,1,0.0
fr:viande-de-boeuf-hachee-fraiche,1,0.0
it:senza-glutine-senza-lattosio-con-estratto-di-lievito-bio,1,0.0
en:no-fish,1,0.0
en:bang-bang-chicken,1,0.0
gl:complemento-alimenticio,1,0.0
it:cracker,1,0.0
fr:sauce-tomate-a-la-bognaise-20-de-boeuf,1,0.0
fr:patisserie-industrielles,1,0.0
en:fraises,1,0.0
nl:roodskazen-met-een-rode-korst,1,0.0
en:algeria,1,0.0
it:filetti-di-sgombro-all-olio-d-oliva,1,0.0
fr:beurre-de-crabe,1,0.0
en:cheses,1,0.0
en:sandwich-thins,1,0.0
en:sponge-biscuit-soaked-with-coffee-sauce,1,0.0
nl:gecoate-pinda-s,1,0.0
en:bread-with-whole-grain-wheat,1,0.0
fr:panna-cotta-bio-nature,1,0.0
en:5-grain-muesli-with-fruits,1,0.0
en:bake-at-home-baguette,1,0.0
en:beef-red-wine-gravy,1,0.0
en:sweet-bread-plait,1,0.0
en:chocolate-icecream,1,0.0
en:fg,1,0.0
en:gateau-jambon,1,0.0
en:dry-cheese-from-cow-s-milk,1,0.0
en:unsweetened-apple-sauce,1,0.0
th:freeze-dried-durian,1,0.0
en:paind,1,0.0
en:traditional-rusks,1,0.0
en:baked-beans-and-pork-sausages-in-tomato-sauce,1,0.0
pl:wieloziarnisty,1,0.0
de:süssgetränk,1,0.0
el:πούρες-πατάτας,1,0.0
ar:boisson-au-jus-d-orange,1,0.0
ru:кетчуп-томатный-гост-32063-2013-первая-категория,1,0.0
en:brown-rice-and-quinoa-penne-pasta,1,0.0
es:almendras-con-chocolate,1,0.0
en:dehydrated-fruits,1,0.0
de:barres-chocolatées,1,0.0
fr:compotes-bio-sans-sucres-rajoutes,1,0.0
fr:pizza-fraiche,1,0.0
fr:blanquettes-de-porc,1,0.0
pl:sweet-rolls,1,0.0
en:salmon-finish-ake,1,0.0
es:pulpa-de-fruta-con-chile,1,0.0
fr:confetture-di-albicocca,1,0.0
fr:sauce-tonkatsu,1,0.0
ro:afumat,1,0.0
fr:salades-de-cervelas,1,0.0
en:spinach-tortellini,1,0.0
fr:chicoree-salat,1,0.0
en:cut-meat,1,0.0
fr:1707kj,1,0.0
de:paniertes-geflügel,1,0.0
hr:organic-vegeterian-mini-balls,1,0.0
ro:pudră-proteică,1,0.0
fr:veggie-curry-coco,1,0.0
fr:biscuit-aux-cereales-et-au-miel,1,0.0
fr:biscuits-fourres-chocolat-noir,1,0.0
en:zuckerersatzstoffe,1,0.0
en:plant-based-seeds,1,0.0
en:bao-bun,1,0.0
fr:edamane,1,0.0
en:aliments-et-boissons-a-base-de-vegetaux-aliments-d-origine-vegetale-cereales-et-pommes-de-terre-cereales-et-derives-galettes-de-cereales-soufflees-galettes-de-riz-souffle-galettes-de-riz-au-chocolat-blanc,1,0.0
fr:desserts-sucres,1,0.0
es:pink-dragon-fruit,1,0.0
es:cocidos,1,0.0
de:eierwaffeln,1,0.0
fr:compotas,1,0.0
pt:espirais,1,0.0
en:basil-olive-oil,1,0.0
en:canned-pea-ham-soup,1,0.0
en:naturliche-sussungsmittel,1,0.0
fr:poulet-marines,1,0.0
fr:chipirons-a-l-encre,1,0.0
de:hummus-pikant,1,0.0
en:khodari-dates,1,0.0
en:dried-seaweed-unspecified,1,0.0
en:branzeturi,1,0.0
es:barra-de-arandanos,1,0.0
en:organic-coffee-from-colombia,1,0.0
fr:maadamia-nut-brittle,1,0.0
de:tassenpudding,1,0.0
nl:wokpastas,1,0.0
fr:liegeois-vanille,1,0.0
zh:奶茶饮品,1,0.0
fr:fettucini-aux-oeufs-frais,1,0.0
en:instant-rice-pot,1,0.0
sv:vegansk-salami,1,0.0
en:mixed-baby-lettuces,1,0.0
en:garlic-crisps,1,0.0
es:cereales-preparees,1,0.0
it:crespelle,1,0.0
hu:biscotte,1,0.0
en:green-bean-flours,1,0.0
es:fideos-tirabuzon,1,0.0
fr:spahhettini,1,0.0
fr:granules-de-chocolat-au-lait,1,0.0
en:salty-biscuits,1,0.0
fr:olivade,1,0.0
fr:jus-de-pomme-de-carottes-et-de-gingembre,1,0.0
en:rimi,1,0.0
en:cream-he,1,0.0
it:fagiolo-di-sorana,1,0.0
en:groente,1,0.0
fr:dessert-au-chocolat-refrigere,1,0.0
en:gluten-free-orzo,1,0.0
el:αραβοσιτέλαια,1,0.0
en:frozen-canadian-wild-bluberries,1,0.0
en:hartweizengriesse-fur-couscous,1,0.0
en:meat-stock,1,0.0
ro:ginger-shot-bio,1,0.0
en:sandwich-made-with-camembert-cheese,1,0.0
fr:tamarins,1,0.0
es:tostadas-naturales,1,0.0
fr:saussisson-dinde,1,0.0
fr:fromage-a-pate-extra-dure,1,0.0
en:dark-chocolate-bar-with-coffee,1,0.0
en:non-dairy-frozen-dessert-bars,1,0.0
pt:petingas-em-azeite,1,0.0
en:olives-denoyautees,1,0.0
en:plomb,1,0.0
fr:pain-brioche-sans-gluten-pepites-de-chocolat,1,0.0
fr:gateaux-chocolat-coco,1,0.0
en:steak-and-onion-lattice,1,0.0
fr:fromage-parmesan,1,0.0
fr:pandas-en-chocolat,1,0.0
fr:canisteelli-oranges-confites,1,0.0
en:oatmilk,1,0.0
fr:sauce-miso,1,0.0
en:milk-chocolate-rice-cakes,1,0.0
en:certified-organic,1,0.0
pt:alimentos-a-base-de-frutas-e-vegetais,1,0.0
nl:spekkoek,1,0.0
en:kefir-drink,1,0.0
de:fermentierte-sojabohnen,1,0.0
fr:salade-de-riz-au-thon,1,0.0
en:unsulphured,1,0.0
en:dried-beancurd,1,0.0
en:dinkelflocken,1,0.0
en:snacks-sweet-snacks-cocoa-and-its-products-confectioneries-bars-chocolate-candies-bars-covered-with-chocolate-caramel-chocolate-bars,1,0.0
fr:compote-cerises-groseilles,1,0.0
en:street-food,1,0.0
th:ขนมขบเคี้ยว,1,0.0
fr:jeunes-pousses-de-salade,1,0.0
en:smiths,1,0.0
fr:jus-de-fruit-pressee,1,0.0
pl:ddyu,1,0.0
fr:pates-farine-de-sarrazin,1,0.0
es:asadillo-manchego,1,0.0
en:gateau-sable-aux-fruits,1,0.0
fr:sauce-ail-et-gingembre,1,0.0
it:salsa-curry,1,0.0
en:dairy-productsfermented-productsfermented-milk-productscheeseitalian-cheesesfinished-cheesemozzarella,1,0.0
en:gravadlax-salmon,1,0.0
fr:saucisse-en-tranches,1,0.0
nl:shelled-peanuts,1,0.0
it:sottilette-senza-lattosio,1,0.0
fr:glace-saveur-creme-brulee,1,0.0
fr:garantie-boeuf-mouton,1,0.0
nb:grovbrød,1,0.0
de:pflanzenfleisch,1,0.0
en:dobrogean-pie,1,0.0
fr:frites-de-pommes-de-terre-surgelees,1,0.0
de:hawaii-baguette,1,0.0
fr:cremes-a-la-vanille,1,0.0
de:rumkugeln,1,0.0
fr:farines-de-petit-epeautre-t160,1,0.0
en:cornflakes-with-skimmed-milk,1,0.0
en:sugar-free-creamer,1,0.0
de:powder-soup,1,0.0
fr:yaourt-grec-concombre,1,0.0
fr:farine-pour-lier-sauces-blanches,1,0.0
fr:violette,1,0.0
uk:кетчуп-томатний,1,0.0
el:αναψυκτικό,1,0.0
en:plant-based-foods-and-beverages-plant-based-foods-fruits-and-vegetables-based-foods-spreads-breakfasts-fruits-based-foods-plant-based-spreads-sweet-spreads-fruit-and-vegetable-preserves-jams-berry-jams-strawberry-jams-fruit-jams,1,0.0
en:frozen-ready,1,0.0
en:chocolate-moose,1,0.0
fr:poelees-celtiques,1,0.0
fr:chocolats-blancs-a-la-framboise,1,0.0
fr:saumon-frais,1,0.0
en:chicory-root-fibre,1,0.0
it:crema-con-funghi,1,0.0
en:dried-fruit-and-vegetable-bar,1,0.0
fr:creme-a-fouetter,1,0.0
en:vegetarian-sausage-rolls,1,0.0
en:is-it-gelatin,1,0.0
it:fagioli-soia,1,0.0
uk:пористий-молочний-шоколад-millennium,1,0.0
fr:chorizo-fort,1,0.0
fi:myslipatukka,1,0.0
en:crackers-soda,1,0.0
fr:frites-precuites,1,0.0
en:cereal-de-maiz-integral-con-sabor-a-canela-y-chicolate,1,0.0
fr:tartes-au-citron-vert,1,0.0
en:μαργαρίνη,1,0.0
fr:pates-a-tartiner-sucrees,1,0.0
fr:pufarine,1,0.0
en:mi-m,1,0.0
es:queso-affinois-de-oveja,1,0.0
fr:dumping,1,0.0
es:suplementos-deportivos,1,0.0
fr:croutons-pour-salade,1,0.0
fr:calendriers-du-ramadan,1,0.0
fr:chocolats-au-lait-a-l-orange,1,0.0
fr:amendes-chocolat-au-lait,1,0.0
en:cacao-beverage,1,0.0
fr:preparation-pomme-poire-noix,1,0.0
en:yeast-flakes-inactive,1,0.0
fr:aliments-sans-gluten,1,0.0
nl:kant-en-klare-maaltijd,1,0.0
nl:puddingpoeder,1,0.0
en:spaetzle,1,0.0
en:crouton-with-garlic-herbs-or-onions-prepacked,1,0.0
en:pflanzliche-lebensmittel-und-getranke-pflanzliche-lebensmittel-getreide-und-kartoffeln-fruhstucke-getreideprodukte-fruhstuckscerealien,1,0.0
en:isotonic-drink,1,0.0
en:pizza-crusts,1,0.0
en:fruit-oat-bar,1,0.0
fr:saucisse-de-boeuf-a-rotir,1,0.0
en:pane,1,0.0
fr:pain-complet-special,1,0.0
en:raw-nuts,1,0.0
en:freeze-dried-raspberries,1,0.0
en:whitener-for-hot-beverages,1,0.0
es:tabletas-de-chocolate-blanco,1,0.0
en:palmiers-sales,1,0.0
ro:vinete,1,0.0
ro:tabletă-ciocolată,1,0.0
nb:rapsolje,1,0.0
fr:margalets,1,0.0
fr:yaourts-gourmands,1,0.0
es:vaca,1,0.0
en:wasabi-popcorn,1,0.0
it:pates-alimentaires-de-cereales,1,0.0
ro:cips,1,0.0
en:sliced-chicken,1,0.0
en:plant-protein-drink,1,0.0
en:almonds-slivered,1,0.0
es:pates-alimentaires-seches,1,0.0
fi:piparjuuritahnat,1,0.0
en:gluten-free-waffer-with-lemon-and-vitamin-c,1,0.0
fr:sauce-a-la-puree-de-sesame,1,0.0
en:lukanka,1,0.0
de:gekühlte-pflanzliche-lebensmittel,1,0.0
en:tesco-chicken-gravy-pie,1,0.0
fr:brioches-suisse-aux-pepites-de-chocolat,1,0.0
de:wassereis,1,0.0
en:schwarzwalder-schinken,1,0.0
en:chickpea-nachos,1,0.0
en:portioned-flavoured-corn-chips,1,0.0
it:cialde-di-riso-e-soia,1,0.0
de:bio-leinsaat,1,0.0
fr:nems-de-volaille,1,0.0
en:blueberry-ice-cream-cones,1,0.0
fr:riz-cantonais-nasi-goreng,1,0.0
en:helados-y-sorbetes,1,0.0
sl:jabolka,1,0.0
el:σάλτσα-ντομάτας,1,0.0
bs:soft-biscuit,1,0.0
en:mandarin-segments,1,0.0
en:poached-salmon-terrine,1,0.0
en:spicy-pizza,1,0.0
lt:duona-iš-sėklų,1,0.0
fr:palets-cerealiers,1,0.0
fr:gefrorene-pizzas-und-quiches,1,0.0
fr:isolat-de-proteine-de-soja,1,0.0
en:chicken-concentrated-stock,1,0.0
it:misura,1,0.0
fr:purees-de-myrtille,1,0.0
fr:boisson-au-lait-de-coco,1,0.0
es:pure-de-tomate,1,0.0
lt:meduoliai,1,0.0
es:conservas-de-atun,1,0.0
en:lebkuchan,1,0.0
es:empanada-de-salmon,1,0.0
tr:yumuşak-şeker,1,0.0
en:walnut-chocolate-chip-cookies,1,0.0
fr:soylent,1,0.0
fi:vegaaninen-valmisateria,1,0.0
fr:jus-au-lait-et-cereales-mixees,1,0.0
en:vacuum-packed-sweet-corn-kernels,1,0.0
it:carciofini-interi,1,0.0
en:eggnod,1,0.0
ru:масло-подсолнечное-рафинированное-дезодорированное-высший-сорт-вымороженное,1,0.0
en:apple-fruit-drink,1,0.0
en:energy-snacks,1,0.0
fr:confiture-3-agrumes,1,0.0
de:bio-kartoffelpur,1,0.0
